Row Id,Row Id.,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner,NUMCHLD,INCOME,gender,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT,TARGET_B,TARGET_D
509,3764,0,0,1,0,1,1.0,6.0,0,9.0,4967.0,1500.0,1217.0,2.0,47.0,89.0,27.0,27.0,37.0,26.0,22.25,1.0,20.0
510,3766,0,1,0,0,1,2.0,5.0,0,8.0,605.0,466.0,473.0,6.0,44.0,101.0,6.0,6.0,31.0,3.0,4.590909091,1.0,9.0
511,3768,1,0,0,0,1,2.0,2.0,0,8.0,388.0,194.0,211.0,32.0,25.0,35.0,10.0,6.0,32.0,1.0,7.0,0.0,0.0
512,3780,1,0,0,0,0,1.0,1.0,0,8.0,606.0,224.0,238.0,32.0,21.0,30.0,10.0,10.0,31.0,5.0,10.0,1.0,10.0
513,3781,0,0,1,0,0,1.0,2.0,0,8.0,0.0,0.0,0.0,0.0,24.0,40.0,20.0,20.0,31.0,5.0,13.33333333,0.0,0.0
514,3798,0,0,0,1,1,1.0,7.0,1,8.0,1295.0,531.0,614.0,2.0,26.0,51.0,20.0,20.0,31.0,1.0,10.2,0.0,0.0
515,3807,0,0,0,1,0,1.0,2.0,1,8.0,486.0,304.0,375.0,19.0,31.0,40.0,20.0,1.0,24.0,3.0,6.666666667,0.0,0.0
516,3808,0,0,0,1,1,1.0,3.0,1,1.0,664.0,326.0,355.0,19.0,68.0,194.0,12.0,10.0,30.0,7.0,8.434782608999999,1.0,10.0
517,3812,1,0,0,0,1,1.0,7.0,0,3.0,589.0,268.0,300.0,21.0,49.0,83.0,15.0,15.0,29.0,5.0,11.85714286,1.0,20.0
518,3819,0,1,0,0,1,1.0,2.0,1,1.0,613.0,223.0,316.0,11.0,76.0,175.0,12.0,10.0,36.0,12.0,7.291666667,0.0,0.0
519,3822,0,0,1,0,1,1.0,5.0,1,8.0,1138.0,647.0,663.0,6.0,29.0,47.0,10.0,10.0,29.0,1.0,7.833333333,1.0,5.0
520,3824,0,0,0,1,1,1.0,3.0,0,8.0,994.0,207.0,270.0,28.0,23.0,32.0,11.0,10.0,28.0,2.0,8.0,0.0,0.0
521,3830,0,1,0,0,1,1.0,2.0,0,8.0,729.0,403.0,440.0,11.0,80.0,296.0,21.0,20.0,37.0,7.0,12.86956522,0.0,0.0
522,3831,0,1,0,0,1,1.0,6.0,1,9.0,1369.0,685.0,743.0,1.0,55.0,152.0,30.0,20.0,31.0,8.0,19.0,0.0,0.0
523,3833,0,0,0,1,0,1.0,2.0,0,4.0,651.0,330.0,361.0,11.0,70.0,92.0,5.0,5.0,28.0,8.0,4.8421052630000005,1.0,5.0
524,3839,1,0,0,0,1,1.0,5.0,0,5.0,570.0,309.0,345.0,16.0,50.0,94.0,15.0,15.0,29.0,1.0,9.4,0.0,0.0
525,3857,0,1,0,0,1,1.0,4.0,1,1.0,553.0,188.0,226.0,40.0,74.0,279.0,12.0,5.0,28.0,7.0,7.75,1.0,5.0
526,3860,0,0,0,1,1,1.0,4.0,1,4.0,979.0,353.0,439.0,6.0,52.0,91.0,18.0,18.0,36.0,3.0,10.11111111,0.0,0.0
527,3864,0,0,0,1,1,1.0,4.0,0,8.0,684.0,243.0,307.0,20.0,15.0,15.0,15.0,15.0,37.0,5.0,15.0,1.0,5.0
528,3866,0,0,0,1,0,1.0,5.0,0,7.0,2756.0,488.0,521.0,12.0,49.0,157.0,25.0,21.0,31.0,11.0,17.44444444,0.0,0.0
529,3914,0,1,0,0,0,1.0,2.0,1,8.0,563.0,331.0,374.0,13.0,37.0,68.0,10.0,10.0,28.0,14.0,8.5,0.0,0.0
530,3925,0,0,0,1,1,1.0,6.0,0,7.0,1891.0,534.0,525.0,9.0,90.0,331.0,25.0,25.0,23.0,11.0,19.47058824,1.0,20.0
531,3928,0,1,0,0,1,1.0,4.0,1,8.0,362.0,168.0,227.0,45.0,33.0,44.0,7.0,7.0,28.0,6.0,4.8888888889999995,0.0,0.0
532,3930,0,1,0,0,1,1.0,1.0,0,8.0,287.0,173.0,221.0,44.0,19.0,20.0,15.0,15.0,28.0,14.0,10.0,1.0,15.0
533,3941,1,0,0,0,1,1.0,4.0,0,8.0,841.0,349.0,392.0,10.0,21.0,32.0,8.0,8.0,31.0,1.0,6.4,0.0,0.0
534,3948,0,0,1,0,1,1.0,4.0,0,2.0,537.0,248.0,307.0,29.0,75.0,266.0,11.0,8.0,19.0,3.0,7.823529412,1.0,7.0
535,3949,0,0,1,0,1,1.0,1.0,0,5.0,512.0,363.0,385.0,10.0,78.0,164.0,15.0,10.0,30.0,0.0,9.647058824,0.0,0.0
536,3960,1,0,0,0,0,1.0,2.0,1,6.0,704.0,196.0,294.0,37.0,103.0,431.0,32.0,25.0,17.0,7.0,19.59090909,0.0,0.0
537,3962,0,0,0,1,1,1.0,6.0,1,5.0,2375.0,416.0,454.0,17.0,47.0,90.0,20.0,19.0,32.0,9.0,12.85714286,1.0,25.0
538,3964,0,0,0,1,1,1.0,2.0,0,8.0,868.0,325.0,378.0,12.0,71.0,137.0,5.0,5.0,31.0,7.0,3.1136363639999995,0.0,0.0
539,3982,1,0,0,0,0,1.0,5.0,0,8.0,511.0,243.0,305.0,30.0,27.0,35.0,14.0,14.0,31.0,4.0,8.75,1.0,20.0
540,3991,0,0,1,0,0,1.0,1.0,0,6.0,428.0,329.0,333.0,20.0,77.0,202.0,20.0,5.0,32.0,3.0,9.181818182,0.0,0.0
541,3992,1,0,0,0,1,1.0,4.0,0,3.0,1063.0,269.0,323.0,27.0,53.0,118.0,50.0,50.0,37.0,15.0,23.6,0.0,0.0
542,3996,0,0,0,1,1,1.0,4.0,1,4.0,1844.0,355.0,453.0,15.0,81.0,129.0,13.0,10.0,31.0,7.0,8.0625,0.0,0.0
543,4008,0,0,0,1,1,1.0,5.0,1,3.0,563.0,414.0,430.0,9.0,60.0,80.0,7.0,5.0,30.0,7.0,5.333333333,1.0,5.0
544,4014,0,0,1,0,1,1.0,2.0,1,8.0,699.0,328.0,375.0,17.0,66.0,73.0,5.0,4.0,28.0,10.0,4.5625,0.0,0.0
545,4016,0,0,0,1,1,1.0,4.0,0,8.0,1239.0,348.0,452.0,6.0,18.0,25.0,25.0,25.0,37.0,5.0,25.0,0.0,0.0
546,4018,1,0,0,0,1,1.0,4.0,1,8.0,245.0,91.0,130.0,64.0,34.0,50.0,10.0,10.0,35.0,4.0,6.25,1.0,8.0
547,4031,0,0,1,0,0,1.0,2.0,0,7.0,3002.0,824.0,884.0,2.0,30.0,31.0,16.0,16.0,37.0,11.0,10.33333333,0.0,0.0
548,4033,0,0,0,1,0,1.0,1.0,1,8.0,3131.0,595.0,649.0,6.0,72.0,137.0,6.0,3.0,30.0,6.0,2.9148936169999997,0.0,0.0
549,4034,0,1,0,0,1,1.0,4.0,1,8.0,414.0,211.0,257.0,34.0,33.0,47.0,6.0,4.0,37.0,6.0,4.272727273,0.0,0.0
550,4042,0,0,1,0,1,1.0,4.0,1,7.0,776.0,347.0,411.0,18.0,157.0,946.0,27.0,19.0,17.0,5.0,10.62921348,1.0,32.0
551,4047,0,0,0,1,1,2.0,3.0,1,8.0,566.0,344.0,368.0,9.0,34.0,51.0,20.0,8.0,37.0,8.0,10.2,0.0,0.0
552,4052,0,0,0,1,1,1.0,6.0,0,7.0,2157.0,499.0,522.0,9.0,65.0,345.0,35.0,35.0,32.0,6.0,31.36363636,0.0,0.0
553,4065,0,0,1,0,1,1.0,5.0,1,4.0,420.0,141.0,253.0,54.0,75.0,172.0,20.0,20.0,32.0,12.0,10.75,1.0,20.0
554,4067,0,0,0,1,1,1.0,4.0,1,8.0,1955.0,466.0,543.0,5.0,37.0,48.0,10.0,10.0,32.0,10.0,8.0,1.0,10.0
555,4075,0,0,0,1,1,1.0,4.0,1,8.0,503.0,228.0,289.0,29.0,33.0,88.0,20.0,20.0,30.0,7.0,11.0,0.0,0.0
556,4092,0,1,0,0,1,2.0,3.0,1,8.0,1084.0,527.0,577.0,5.0,24.0,41.0,16.0,15.0,29.0,8.0,13.66666667,1.0,21.0
557,4097,0,0,1,0,1,1.0,1.0,1,7.0,1137.0,461.0,468.0,6.0,68.0,119.0,10.0,10.0,29.0,4.0,4.576923077,1.0,10.0
558,4119,0,0,1,0,1,1.0,3.0,1,7.0,1330.0,496.0,550.0,0.0,50.0,86.0,7.0,5.0,28.0,3.0,5.375,1.0,5.0
559,4129,1,0,0,0,1,1.0,3.0,1,8.0,810.0,352.0,364.0,13.0,18.0,30.0,10.0,10.0,29.0,5.0,10.0,1.0,10.0
560,4131,0,0,1,0,0,1.0,1.0,0,8.0,304.0,197.0,259.0,37.0,24.0,44.0,11.0,10.0,29.0,3.0,8.8,0.0,0.0
561,4137,0,0,0,1,0,1.0,1.0,1,1.0,867.0,259.0,321.0,37.0,38.0,49.0,10.0,10.0,28.0,8.0,7.0,1.0,10.0
562,4141,0,1,0,0,0,1.0,1.0,0,8.0,661.0,280.0,366.0,24.0,42.0,50.0,7.0,5.0,32.0,16.0,5.0,0.0,0.0
563,4144,0,0,0,1,1,1.0,4.0,0,8.0,1406.0,436.0,447.0,8.0,24.0,70.0,25.0,25.0,31.0,1.0,23.33333333,0.0,0.0
564,4145,0,0,0,1,1,1.0,4.0,1,8.0,1658.0,223.0,309.0,27.0,47.0,51.0,5.0,3.0,18.0,4.0,3.642857143,1.0,3.0
565,4147,0,0,1,0,1,1.0,4.0,1,8.0,416.0,288.0,326.0,17.0,26.0,83.0,27.0,25.0,31.0,4.0,20.75,0.0,0.0
566,4162,0,0,0,1,1,1.0,4.0,0,8.0,2232.0,517.0,532.0,6.0,11.0,15.0,15.0,15.0,34.0,5.0,15.0,0.0,0.0
567,4165,0,0,1,0,1,1.0,6.0,1,8.0,2431.0,646.0,725.0,3.0,24.0,52.0,12.0,8.0,30.0,5.0,7.428571429,1.0,8.0
568,4168,1,0,0,0,0,1.0,4.0,1,8.0,1159.0,494.0,542.0,8.0,24.0,32.0,7.0,5.0,29.0,2.0,5.333333333,0.0,0.0
569,4170,0,0,0,1,1,1.0,4.0,1,3.0,1538.0,441.0,485.0,5.0,48.0,68.0,10.0,10.0,31.0,20.0,6.8,1.0,10.0
570,4178,0,1,0,0,1,1.0,5.0,1,6.0,678.0,366.0,451.0,12.0,70.0,97.0,10.0,3.0,37.0,7.0,4.619047619,0.0,0.0
571,4190,0,0,1,0,0,1.0,1.0,1,2.0,247.0,241.0,251.0,31.0,67.0,90.5,5.0,5.0,30.0,3.0,2.445945946,1.0,6.0
572,4195,1,0,0,0,1,1.0,4.0,1,8.0,833.0,406.0,444.0,5.0,21.0,22.0,10.0,7.0,30.0,5.0,7.333333333,1.0,20.0
573,4200,0,1,0,0,1,1.0,4.0,1,8.0,1113.0,590.0,643.0,1.0,23.0,21.0,16.0,16.0,37.0,8.0,10.5,0.0,0.0
574,4204,0,1,0,0,1,1.0,4.0,1,1.0,427.0,244.0,276.0,23.0,74.0,120.0,10.0,10.0,29.0,5.0,6.0,1.0,8.0
575,4206,0,1,0,0,0,1.0,2.0,0,9.0,740.0,349.0,397.0,11.0,119.0,247.0,20.0,13.0,19.0,9.0,11.22727273,1.0,20.0
576,4218,0,0,0,1,1,1.0,4.0,0,8.0,1165.0,475.0,515.0,3.0,36.0,44.0,10.0,5.0,35.0,9.0,5.5,0.0,0.0
577,4230,0,0,0,1,1,1.0,2.0,1,2.0,875.0,224.0,271.0,28.0,78.0,328.0,15.0,11.0,17.0,1.0,8.864864865,1.0,15.0
578,4239,0,0,1,0,1,1.0,2.0,1,8.0,845.0,488.0,530.0,1.0,22.0,20.0,10.0,10.0,30.0,3.0,6.666666667,1.0,6.0
579,4244,1,0,0,0,1,3.0,3.0,0,2.0,556.0,269.0,290.0,26.0,44.0,60.0,25.0,25.0,31.0,14.0,10.0,0.0,0.0
580,4258,0,0,1,0,0,1.0,1.0,1,8.0,454.0,195.0,251.0,40.0,53.0,60.0,20.0,0.0,26.0,1.0,10.0,0.0,0.0
581,4277,0,0,0,1,1,1.0,4.0,0,8.0,902.0,426.0,463.0,15.0,28.0,35.0,15.0,15.0,37.0,8.0,11.66666667,1.0,15.0
582,4281,0,1,0,0,1,1.0,3.0,0,5.0,380.0,206.0,235.0,37.0,36.0,65.0,20.0,20.0,29.0,11.0,13.0,1.0,15.0
583,4286,0,0,0,1,1,1.0,3.0,1,8.0,2454.0,605.0,625.0,4.0,22.0,30.0,7.0,7.0,29.0,3.0,6.0,0.0,0.0
584,4303,0,0,1,0,1,1.0,1.0,1,8.0,1197.0,212.0,270.0,18.0,22.0,46.0,11.0,10.0,31.0,2.0,7.666666667,1.0,5.0
586,4313,0,0,0,1,1,1.0,2.0,0,1.0,2038.0,254.0,293.0,12.0,53.0,222.0,18.0,10.0,36.0,1.0,11.68421053,0.0,0.0
587,4314,0,1,0,0,1,1.0,2.0,1,8.0,326.0,221.0,257.0,24.0,23.0,40.0,20.0,20.0,32.0,6.0,13.33333333,0.0,0.0
588,4318,0,0,0,1,1,1.0,6.0,0,8.0,5945.0,1500.0,1228.0,2.0,23.0,45.0,25.0,25.0,33.0,4.0,22.5,1.0,22.0
589,4320,0,0,0,1,1,1.0,3.0,0,0.0,717.0,250.0,327.0,24.0,66.0,80.0,10.0,10.0,29.0,3.0,7.272727272999999,0.0,0.0
590,4324,0,1,0,0,1,1.0,2.0,0,8.0,1012.0,423.0,436.0,11.0,50.0,60.0,6.0,5.0,29.0,2.0,5.0,0.0,0.0
591,4326,1,0,0,0,0,2.0,2.0,0,8.0,1405.0,288.0,296.0,36.0,31.0,60.0,20.0,20.0,29.0,7.0,12.0,0.0,0.0
592,4333,0,1,0,0,0,1.0,1.0,0,8.0,212.0,207.0,237.0,35.0,24.0,25.0,10.0,10.0,33.0,2.0,6.25,0.0,0.0
593,4346,0,1,0,0,0,1.0,1.0,0,5.0,721.0,388.0,440.0,12.0,45.0,59.0,15.0,15.0,33.0,8.0,9.833333332999999,0.0,0.0
594,4347,0,1,0,0,1,1.0,3.0,1,7.0,838.0,402.0,472.0,7.0,57.0,76.0,16.0,16.0,37.0,7.0,10.85714286,0.0,0.0
595,4354,0,0,1,0,1,1.0,4.0,0,8.0,382.0,246.0,300.0,27.0,41.0,57.0,10.0,10.0,32.0,5.0,8.142857142999999,1.0,10.0
596,4358,1,0,0,0,0,1.0,3.0,0,8.0,1452.0,315.0,387.0,12.0,21.0,50.0,50.0,50.0,37.0,5.0,50.0,0.0,0.0
597,4359,0,0,0,1,1,1.0,4.0,1,9.0,1397.0,526.0,538.0,5.0,81.0,110.0,10.0,5.0,17.0,25.0,7.333333333,1.0,5.0
598,4365,0,0,1,0,1,1.0,5.0,1,8.0,614.0,308.0,340.0,17.0,50.0,47.0,7.0,7.0,29.0,2.0,4.272727273,1.0,5.0
599,4372,0,0,1,0,1,1.0,4.0,0,4.0,660.0,411.0,438.0,6.0,43.0,66.0,25.0,25.0,37.0,15.0,11.0,0.0,0.0
600,4374,0,0,0,1,1,3.0,7.0,0,9.0,3423.0,689.0,722.0,5.0,47.0,106.0,25.0,20.0,31.0,7.0,17.66666667,0.0,0.0
601,4378,0,0,0,1,1,1.0,5.0,1,8.0,1912.0,515.0,497.0,6.0,46.0,71.0,5.0,5.0,31.0,5.0,3.55,1.0,3.0
602,4382,0,0,0,1,0,1.0,1.0,0,8.0,514.0,335.0,326.0,14.0,29.0,35.0,20.0,20.0,35.0,6.0,11.66666667,1.0,10.0
603,4386,1,0,0,0,1,1.0,4.0,1,7.0,616.0,338.0,363.0,19.0,48.0,82.0,25.0,25.0,37.0,12.0,20.5,0.0,0.0
604,4394,0,1,0,0,0,1.0,3.0,1,2.0,426.0,220.0,260.0,33.0,60.0,73.0,12.0,10.0,30.0,2.0,5.615384615,1.0,7.0
605,4402,0,0,0,1,0,1.0,5.0,1,8.0,2790.0,699.0,708.0,2.0,17.0,25.0,25.0,25.0,37.0,5.0,25.0,0.0,0.0
606,4403,0,0,0,1,1,1.0,7.0,1,8.0,2044.0,585.0,635.0,0.0,59.0,75.0,7.0,5.0,31.0,2.0,5.3571428569999995,1.0,10.0
607,4412,0,0,0,1,1,1.0,4.0,0,8.0,934.0,406.0,390.0,7.0,27.0,27.0,10.0,7.0,30.0,9.0,6.75,1.0,7.0
608,4417,0,1,0,0,1,1.0,4.0,0,8.0,991.0,605.0,507.0,0.0,32.0,83.0,19.0,6.0,31.0,7.0,13.83333333,0.0,0.0
609,4423,0,1,0,0,0,1.0,2.0,1,8.0,526.0,342.0,353.0,15.0,41.0,41.0,7.0,7.0,31.0,9.0,5.125,0.0,0.0
610,4429,0,1,0,0,1,2.0,7.0,1,8.0,671.0,413.0,465.0,7.0,71.0,73.0,15.0,15.0,37.0,10.0,7.3,1.0,10.0
611,4453,0,0,0,1,1,1.0,5.0,1,8.0,1079.0,474.0,511.0,5.0,26.0,23.0,15.0,15.0,33.0,10.0,7.666666667,0.0,0.0
612,4460,0,0,0,1,1,1.0,6.0,1,8.0,2014.0,526.0,566.0,3.0,20.0,20.0,15.0,15.0,31.0,5.0,10.0,0.0,0.0
613,4477,0,0,0,1,1,1.0,5.0,0,7.0,1388.0,438.0,444.0,11.0,98.0,250.0,25.0,25.0,19.0,2.0,13.15789474,0.0,0.0
614,4522,0,0,0,1,1,1.0,4.0,0,1.0,1100.0,357.0,382.0,14.0,55.0,93.0,12.0,12.0,32.0,6.0,8.454545455,1.0,11.0
615,4535,0,1,0,0,1,1.0,4.0,1,8.0,562.0,348.0,393.0,7.0,34.0,63.0,25.0,25.0,31.0,2.0,10.5,0.0,0.0
616,4539,0,1,0,0,0,1.0,2.0,0,5.0,483.0,289.0,326.0,15.0,34.0,48.0,15.0,15.0,37.0,1.0,12.0,0.0,0.0
617,4565,0,0,0,1,1,1.0,4.0,1,0.0,902.0,431.0,444.0,10.0,59.0,108.0,12.0,11.0,28.0,5.0,8.307692308,0.0,0.0
618,4571,1,0,0,0,1,1.0,3.0,0,5.0,490.0,288.0,307.0,16.0,46.0,104.0,10.0,5.0,29.0,5.0,6.5,1.0,5.0
619,4576,1,0,0,0,1,1.0,2.0,0,8.0,707.0,235.0,292.0,13.0,21.0,25.0,15.0,10.0,33.0,4.0,12.5,0.0,0.0
620,4585,0,1,0,0,1,1.0,2.0,1,4.0,377.0,351.0,359.0,14.0,62.0,119.0,16.0,14.0,28.0,4.0,9.916666667000001,0.0,0.0
621,4587,0,0,0,1,1,1.0,6.0,1,8.0,2203.0,561.0,569.0,2.0,73.0,145.0,10.0,8.0,32.0,9.0,6.590909091,1.0,10.0
622,4590,0,0,0,1,1,1.0,4.0,1,8.0,2675.0,270.0,391.0,16.0,36.0,50.5,5.0,5.0,29.0,6.0,4.590909091,0.0,0.0
623,4600,1,0,0,0,1,1.0,5.0,1,8.0,980.0,389.0,443.0,12.0,37.0,158.0,38.0,38.0,36.0,7.0,31.6,0.0,0.0
624,4606,1,0,0,0,0,1.0,5.0,1,8.0,1700.0,524.0,616.0,6.0,40.0,62.0,10.0,10.0,30.0,4.0,7.75,1.0,8.0
625,4607,1,0,0,0,0,1.0,4.0,1,8.0,669.0,350.0,364.0,13.0,49.0,90.0,10.0,9.0,34.0,4.0,7.5,0.0,0.0
626,4610,1,0,0,0,1,1.0,2.0,0,5.0,590.0,292.0,318.0,20.0,71.0,131.0,20.0,20.0,31.0,26.0,11.90909091,0.0,0.0
627,4634,0,0,0,1,1,1.0,7.0,1,8.0,2361.0,522.0,549.0,4.0,16.0,30.0,20.0,20.0,29.0,6.0,15.0,0.0,0.0
628,4650,0,0,0,1,1,1.0,4.0,0,3.0,771.0,295.0,377.0,24.0,79.0,186.0,15.0,10.0,28.0,1.0,5.6363636360000005,1.0,15.0
629,4661,1,0,0,0,1,1.0,5.0,0,3.0,986.0,280.0,345.0,14.0,52.0,353.0,50.0,50.0,31.0,8.0,35.3,0.0,0.0
630,4664,0,1,0,0,1,1.0,4.0,0,9.0,834.0,367.0,405.0,16.0,67.0,124.0,20.0,20.0,31.0,8.0,8.857142857000001,0.0,0.0
631,4677,0,1,0,0,1,1.0,2.0,1,5.0,527.0,307.0,340.0,11.0,52.0,109.0,15.0,13.0,28.0,8.0,9.083333332999999,0.0,0.0
632,4680,1,0,0,0,0,1.0,5.0,0,8.0,1579.0,476.0,610.0,3.0,20.0,50.0,50.0,50.0,37.0,5.0,50.0,1.0,75.0
633,4686,1,0,0,0,1,1.0,4.0,1,2.0,467.0,225.0,287.0,32.0,45.0,201.0,10.0,10.0,30.0,4.0,7.444444444,1.0,10.0
634,4691,1,0,0,0,0,1.0,2.0,0,3.0,626.0,299.0,314.0,22.0,86.0,158.0,15.0,15.0,20.0,7.0,9.294117647,0.0,0.0
635,4697,0,0,0,1,1,1.0,6.0,1,8.0,2090.0,398.0,426.0,14.0,33.0,46.0,10.0,5.0,30.0,3.0,4.6,1.0,7.0
636,4701,0,0,0,1,1,1.0,4.0,0,8.0,1835.0,465.0,493.0,10.0,27.0,36.0,7.0,4.0,31.0,0.0,5.1428571430000005,1.0,5.0
637,4711,0,0,0,1,1,1.0,4.0,0,8.0,4142.0,731.0,774.0,5.0,54.0,75.0,23.0,20.0,34.0,11.0,18.75,1.0,23.0
638,4721,0,1,0,0,1,1.0,4.0,0,5.0,1167.0,685.0,770.0,2.0,52.0,55.0,6.0,5.0,28.0,15.0,3.666666667,0.0,0.0
639,4736,1,0,0,0,1,1.0,7.0,1,8.0,1658.0,463.0,597.0,13.0,30.0,57.0,13.0,11.0,35.0,2.0,11.4,1.0,5.0
640,4740,0,0,0,1,1,1.0,3.0,0,8.0,2855.0,447.0,566.0,8.0,19.0,25.0,15.0,15.0,29.0,7.0,12.5,1.0,5.0
641,4745,1,0,0,0,1,1.0,2.0,1,8.0,569.0,332.0,386.0,15.0,74.0,155.0,10.0,8.0,31.0,2.0,5.166666667,0.0,0.0
642,4751,0,0,0,1,1,1.0,6.0,1,8.0,2564.0,516.0,640.0,11.0,24.0,45.0,11.0,9.0,28.0,4.0,9.0,1.0,10.0
643,4759,1,0,0,0,1,1.0,1.0,0,1.0,476.0,227.0,272.0,30.0,54.0,90.0,15.0,15.0,35.0,2.0,12.85714286,1.0,21.0
644,4762,1,0,0,0,0,1.0,4.0,0,8.0,1016.0,415.0,448.0,9.0,27.0,55.0,20.0,15.0,30.0,5.0,13.75,0.0,0.0
645,4765,0,0,1,0,0,1.0,2.0,0,8.0,626.0,281.0,301.0,26.0,15.0,15.0,15.0,15.0,37.0,5.0,15.0,0.0,0.0
646,4774,0,0,0,1,0,1.0,3.0,1,8.0,1507.0,341.0,519.0,0.0,82.0,182.0,20.0,10.0,36.0,2.0,10.70588235,1.0,10.0
647,4783,0,0,0,1,1,1.0,7.0,0,9.0,1654.0,517.0,601.0,3.0,55.0,123.0,10.0,10.0,32.0,1.0,7.6875,1.0,10.0
648,4802,0,0,0,1,1,1.0,6.0,0,9.0,2489.0,875.0,954.0,0.0,33.0,90.0,25.0,25.0,28.0,11.0,18.0,0.0,0.0
649,4810,0,0,0,1,1,1.0,4.0,1,8.0,1091.0,164.0,244.0,42.0,23.0,45.0,20.0,20.0,31.0,4.0,15.0,1.0,15.0
650,4811,0,1,0,0,0,1.0,4.0,0,5.0,419.0,351.0,363.0,15.0,86.0,229.0,12.0,4.0,28.0,10.0,6.1891891889999995,1.0,6.0
651,4821,0,1,0,0,1,1.0,4.0,0,8.0,762.0,381.0,421.0,9.0,21.0,26.0,16.0,16.0,32.0,5.0,13.0,0.0,0.0
652,4833,0,1,0,0,0,1.0,4.0,0,8.0,594.0,322.0,378.0,20.0,38.0,74.0,10.0,10.0,33.0,4.0,6.727272727000001,1.0,14.0
653,4836,0,0,0,1,1,1.0,2.0,1,7.0,2615.0,502.0,551.0,11.0,54.0,66.0,6.0,5.0,31.0,5.0,4.714285714,1.0,4.0
654,4837,1,0,0,0,1,1.0,4.0,0,8.0,782.0,385.0,376.0,0.0,68.0,85.0,10.0,10.0,31.0,5.0,4.722222222,1.0,7.0
655,4852,1,0,0,0,1,1.0,5.0,1,7.0,502.0,334.0,346.0,17.0,53.0,83.0,20.0,20.0,33.0,9.0,10.375,0.0,0.0
656,4855,0,0,0,1,1,1.0,4.0,1,1.0,522.0,220.0,285.0,21.0,57.0,107.0,36.0,36.0,37.0,12.0,17.83333333,0.0,0.0
657,4860,0,0,0,1,1,1.0,3.0,1,8.0,1535.0,346.0,414.0,13.0,37.0,94.0,15.0,13.0,29.0,1.0,10.44444444,1.0,12.0
658,4864,0,0,0,1,1,1.0,4.0,1,4.0,1953.0,425.0,460.0,10.0,76.0,144.0,25.0,15.0,37.0,5.0,14.4,0.0,0.0
659,4875,0,0,0,1,1,1.0,6.0,1,8.0,2523.0,471.0,571.0,5.0,16.0,20.0,20.0,20.0,37.0,5.0,20.0,1.0,8.0
660,4883,0,0,1,0,0,1.0,6.0,1,2.0,461.0,222.0,258.0,34.0,48.0,69.0,15.0,15.0,34.0,8.0,11.5,0.0,0.0
661,4890,0,0,0,1,1,1.0,4.0,1,8.0,1321.0,559.0,571.0,1.0,44.0,60.0,10.0,5.0,29.0,10.0,6.0,1.0,5.0
662,4893,1,0,0,0,1,1.0,3.0,1,8.0,572.0,236.0,265.0,20.0,35.0,30.0,5.0,5.0,31.0,8.0,4.285714286,1.0,5.0
663,4902,0,0,1,0,1,1.0,4.0,1,9.0,1074.0,600.0,640.0,1.0,62.0,125.0,20.0,15.0,31.0,7.0,12.5,0.0,0.0
664,4906,0,0,1,0,1,1.0,3.0,1,8.0,834.0,393.0,441.0,5.0,42.0,40.0,10.0,3.0,30.0,5.0,4.0,1.0,3.0
665,4925,0,0,0,1,1,1.0,5.0,0,9.0,1425.0,545.0,628.0,4.0,80.0,234.0,30.0,25.0,31.0,7.0,14.625,1.0,32.0
666,4940,0,0,1,0,1,1.0,2.0,0,7.0,1049.0,496.0,540.0,0.0,64.0,160.0,20.0,20.0,31.0,4.0,12.30769231,1.0,15.0
667,4948,0,0,0,1,1,1.0,6.0,1,8.0,1758.0,459.0,521.0,6.0,27.0,95.0,25.0,25.0,29.0,5.0,19.0,0.0,0.0
668,4954,0,1,0,0,1,1.0,2.0,1,8.0,1551.0,357.0,404.0,3.0,28.0,34.0,6.0,5.0,28.0,3.0,4.8571428569999995,1.0,5.0
669,4957,0,0,0,1,1,1.0,4.0,1,8.0,1411.0,296.0,372.0,10.0,51.0,79.0,10.0,10.0,29.0,11.0,7.181818182000001,0.0,0.0
670,4958,1,0,0,0,1,1.0,3.0,1,2.0,433.0,262.0,307.0,21.0,56.0,99.0,11.0,7.0,37.0,7.0,5.823529412,0.0,0.0
671,4992,0,0,0,1,1,1.0,4.0,1,6.0,1528.0,485.0,537.0,4.0,49.0,55.0,5.0,5.0,28.0,8.0,5.0,1.0,5.0
672,5000,0,0,0,1,1,1.0,5.0,1,2.0,1224.0,299.0,324.0,16.0,39.0,129.0,13.0,13.0,30.0,9.0,9.923076923,1.0,12.0
673,5002,0,0,1,0,0,1.0,3.0,1,5.0,260.0,264.0,325.0,17.0,71.0,135.5,5.0,4.0,28.0,5.0,3.0111111110000004,0.0,0.0
674,5006,0,0,0,1,1,1.0,7.0,0,8.0,1450.0,581.0,618.0,0.0,15.0,15.0,15.0,15.0,37.0,5.0,15.0,0.0,0.0
675,5007,1,0,0,0,1,1.0,5.0,1,7.0,477.0,319.0,364.0,0.0,69.0,89.0,10.0,10.0,35.0,7.0,5.2352941180000006,1.0,10.0
676,5021,0,0,0,1,0,1.0,2.0,1,8.0,692.0,197.0,243.0,32.0,33.0,69.0,20.0,10.0,28.0,2.0,9.857142857000001,1.0,20.0
